dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev
18_2,2020-10-01,2,2200,0,0
22_2,2020-10-01,19,20900,0,0
21_5,2020-10-01,0,0,0,0
14_2,2020-10-01,1,1100,0,0
21_3,2020-10-01,0,0,0,0
16_1,2020-10-01,189,215210,0,0
21_1,2020-10-01,23,25440,0,0
23_3,2020-10-01,1,1100,0,0
20_1,2020-10-01,13,15400,0,0
19_3,2020-10-01,3,3060,0,0
17_3,2020-10-01,4,4400,0,0
17_1,2020-10-01,0,0,0,0
23_2,2020-10-01,5,5500,0,0
21_6,2020-10-01,0,0,0,0
14_4,2020-10-01,1,1105,0,0
14_5,2020-10-01,0,0,0,0
15_2,2020-10-01,73,80300,0,0
19_4,2020-10-01,0,0,0,0
17_2,2020-10-01,5,5700,0,0
22_1,2020-10-01,26,29700,0,0
19_2,2020-10-01,0,0,0,0
19_1,2020-10-01,2,2200,0,0
15_3,2020-10-01,3,3300,0,0
20_2,2020-10-01,11,12100,0,0
14_1,2020-10-01,4,4400,0,0
21_5,2020-11-01,0,0,0,0
15_1,2020-11-01,30,33000,0,0
20_2,2020-11-01,5,7500,0,0
21_1,2020-11-01,17,18700,0,0
21_2,2020-11-01,0,0,0,0
22_1,2020-11-01,13,15300,0,0
17_2,2020-11-01,3,3300,0,0
14_2,2020-11-01,1,1100,0,0
14_3,2020-11-01,0,0,0,0
18_2,2020-11-01,2,2200,0,0
15_2,2020-11-01,70,77000,0,0
15_3,2020-11-01,4,4520,0,0
19_2,2020-11-01,0,0,0,0
20_4,2020-11-01,2,2200,0,0
20_1,2020-11-01,8,8800,0,0
14_4,2020-11-01,0,0,0,0
19_1,2020-11-01,1,1100,0,0
23_2,2020-11-01,5,5505,0,0
19_3,2020-11-01,2,3040,0,0
21_6,2020-11-01,0,0,0,0
14_5,2020-11-01,0,0,0,0
22_2,2020-11-01,10,12000,0,0
18_1,2020-11-01,8,8800,0,0
17_3,2020-11-01,3,3200,0,0
23_3,2020-11-01,0,0,0,0
14_1,2020-11-01,3,6460,0,0
23_1,2020-11-01,0,0,0,0
16_1,2020-11-01,88,100800,0,0
19_4,2020-11-01,0,0,0,0
17_1,2020-11-01,0,0,0,0
20_3,2020-11-01,2,2200,0,0
21_3,2020-11-01,0,0,0,0
20_2,2020-12-01,344,7789379,416,9773232
21_1,2020-12-01,1775,101218608,2174,126286106
14_4,2020-12-01,428,9554012,457,9579862
17_3,2020-12-01,986,27752706,947,30725742
22_2,2020-12-01,270,11532231,329,13133485
14_1,2020-12-01,1232,29263859,1403,31343349
20_3,2020-12-01,317,4014287,313,3852147
19_1,2020-12-01,371,12503383,463,15525053
23_1,2020-12-01,1741,41179158,2087,44821744
21_3,2020-12-01,334,7872988,365,12288108
17_1,2020-12-01,500,14062784,429,13961250
19_3,2020-12-01,503,15595943,582,16868604
23_3,2020-12-01,1891,96353374,2487,98656120
17_2,2020-12-01,2877,214132651,3354,251767884
23_2,2020-12-01,1154,33456008,1355,38571467
21_6,2020-12-01,127,3456418,146,3297808
20_1,2020-12-01,955,39536355,1082,45437871
16_1,2020-12-01,2997,665356234,3121,648963721
19_2,2020-12-01,160,2977435,182,3200390
22_1,2020-12-01,1630,75497225,1898,80565370
20_4,2020-12-01,288,8571375,325,9173345
18_2,2020-12-01,672,18867107,760,20196835
19_4,2020-12-01,43,1039265,43,1157235
18_1,2020-12-01,1463,43642023,1727,52091325
15_2,2020-12-01,10145,1166982096,11757,1307431183
15_3,2020-12-01,578,8169835,624,8571986
14_2,2020-12-01,500,7741152,581,8329820
21_5,2020-12-01,229,5350370,290,7193178
14_5,2020-12-01,202,1718829,233,2066770
14_3,2020-12-01,826,11688937,863,11959717
21_2,2020-12-01,292,6098924,280,6923601
15_1,2020-12-01,11189,1792042623,13168,2074270805
21_1,2021-01-01,5773,237398313,5969,220593379
23_3,2021-01-01,7142,114656785,7388,126420264
20_1,2021-01-01,4034,110112162,4156,110928964
18_1,2021-01-01,7154,146747246,7515,144547418
19_2,2021-01-01,1427,21685795,1504,22071080
14_2,2021-01-01,3346,41289122,3561,42898294
14_4,2021-01-01,2318,27666804,2461,27289704
17_2,2021-01-01,8148,590462146,8318,575419839
20_2,2021-01-01,1828,33896496,1881,33398373
17_1,2021-01-01,1393,46369648,1452,45564560
22_1,2021-01-01,5518,162226288,5902,166512471
15_3,2021-01-01,1747,28628045,1792,29000326
23_2,2021-01-01,4993,85323706,5017,82778338
15_2,2021-01-01,20781,1925802906,20610,1812802185
19_1,2021-01-01,1952,38551614,1967,38359371
18_2,2021-01-01,2571,36514888,2718,35840670
22_2,2021-01-01,803,19858466,1024,23814628
20_4,2021-01-01,1540,35298150,1526,34635106
14_5,2021-01-01,1414,19863923,1502,21335521
17_3,2021-01-01,3867,44888287,3989,46725414
20_3,2021-01-01,1667,19340158,1700,19576930
16_1,2021-01-01,6473,934665789,6803,908230432
21_6,2021-01-01,810,9883449,898,9423286
19_4,2021-01-01,257,4415248,283,4491698
23_1,2021-01-01,8549,129561395,8701,127273791
19_3,2021-01-01,2082,44855428,2139,43192088
21_5,2021-01-01,1477,27949112,1898,32364121
21_2,2021-01-01,950,18594943,1009,20731077
14_3,2021-01-01,3146,33067131,3223,33781223
14_1,2021-01-01,3954,79370990,4116,79833516
15_1,2021-01-01,29331,2927198637,30526,2998803477
21_3,2021-01-01,1444,30147574,1549,26590807
21_1,2021-02-01,6344,232297899,6436,220605678
20_3,2021-02-01,2238,26235213,2227,26474128
19_3,2021-02-01,2476,44942116,2796,48731429
14_4,2021-02-01,1941,22259156,2016,22051415
20_1,2021-02-01,4423,108104735,4568,107504751
14_2,2021-02-01,2537,29901052,2563,27635480
23_1,2021-02-01,6963,108491776,7045,113320097
20_2,2021-02-01,2102,41016225,2096,41712838
14_3,2021-02-01,2551,28537659,2585,26827361
14_1,2021-02-01,3310,71273670,3378,68717372
20_4,2021-02-01,2054,46597190,2248,48476258
21_2,2021-02-01,900,15494825,891,13478757
22_2,2021-02-01,1028,23092812,930,20093919
19_4,2021-02-01,206,3473879,216,3324890
15_3,2021-02-01,1437,20751052,1483,19907195
23_3,2021-02-01,6306,110091375,6484,109054471
17_2,2021-02-01,6945,444599080,7185,493804570
21_3,2021-02-01,1649,26715409,1679,25858843
22_1,2021-02-01,5630,159732794,5689,159475445
18_1,2021-02-01,7167,117576137,7106,115846156
17_1,2021-02-01,1235,19185834,1434,21496709
19_1,2021-02-01,1386,24286523,1411,22399667
15_2,2021-02-01,18510,1629806056,18711,1595214532
21_6,2021-02-01,1179,13323411,1293,14086429
14_5,2021-02-01,1079,14663381,1043,12734876
19_2,2021-02-01,1350,18523187,1343,17029208
18_2,2021-02-01,2601,32015829,2613,32500843
21_5,2021-02-01,2039,35977404,1978,31061987
15_1,2021-02-01,25991,2642344782,26731,2597611681
23_2,2021-02-01,3863,64695115,3876,59691195
16_1,2021-02-01,6584,962450342,6668,907763211
17_3,2021-02-01,3383,67500024,3340,65177851
17_2,2021-03-01,7882,597908360,8248,605185751
22_1,2021-03-01,5396,148814056,5721,154833480
16_1,2021-03-01,6347,887083310,6890,919447441
15_2,2021-03-01,19319,1686890849,20115,1759844910
22_2,2021-03-01,879,17503836,920,18245061
15_1,2021-03-01,28520,2956838178,29875,2984010113
14_3,2021-03-01,2700,26281387,2698,26739367
21_3,2021-03-01,2067,28609497,2129,30719167
19_3,2021-03-01,1819,34071354,1660,32086904
18_1,2021-03-01,6056,116813896,6373,119947201
23_1,2021-03-01,6987,122097867,7444,123801118
18_2,2021-03-01,2700,33325709,2830,34320137
21_2,2021-03-01,1076,16698092,1123,18517366
14_5,2021-03-01,1094,12617140,1112,12954135
20_3,2021-03-01,2277,26378069,2234,25457866
17_1,2021-03-01,1375,38983568,1346,23454589
14_1,2021-03-01,3573,71235534,3810,75654410
19_4,2021-03-01,232,3533582,221,3298302
20_2,2021-03-01,2032,39405081,2075,38401196
15_3,2021-03-01,1580,31719544,1620,31749674
20_4,2021-03-01,2522,53764905,2393,52096800
17_3,2021-03-01,3369,44438539,3446,42040655
20_1,2021-03-01,3832,88077953,3890,91217145
21_6,2021-03-01,935,12748046,946,12633493
14_4,2021-03-01,2299,25221982,2422,25002780
19_2,2021-03-01,1561,21560244,1825,25447309
23_2,2021-03-01,3564,89918145,3756,93771841
21_5,2021-03-01,3089,39702418,3140,42205319
19_1,2021-03-01,1517,24666605,1550,31751084
23_3,2021-03-01,7395,123865951,7713,118387423
21_1,2021-03-01,6207,208838865,6613,223960753
14_2,2021-03-01,2531,26375490,2594,26484729
23_3,2021-04-01,6310,92841579,6473,95086207
17_1,2021-04-01,898,18397464,917,19978664
15_3,2021-04-01,1287,17759965,1313,16762616
19_2,2021-04-01,1278,17376631,1212,16376752
15_2,2021-04-01,13208,1205452291,13570,1131522509
20_3,2021-04-01,1403,16496300,1374,16480338
21_2,2021-04-01,891,15607625,912,13998410
19_4,2021-04-01,225,2735135,218,2751315
18_2,2021-04-01,2092,26448596,2110,25816135
22_2,2021-04-01,818,12796195,985,13743476
22_1,2021-04-01,4575,119253411,5064,126183886
21_3,2021-04-01,1178,19237074,1224,18540114
14_1,2021-04-01,2784,51136932,2765,50954652
17_2,2021-04-01,5598,334373836,5929,381192543
23_2,2021-04-01,2864,45286859,3125,48886580
14_2,2021-04-01,2143,24154048,2130,23717258
14_5,2021-04-01,921,10540870,936,20859035
16_1,2021-04-01,4406,682848285,4595,682010609
19_1,2021-04-01,959,21996377,1056,16773745
19_3,2021-04-01,1408,27409615,1469,27613236
21_1,2021-04-01,4150,141041302,4372,140719627
21_5,2021-04-01,1038,18044597,1094,14657501
17_3,2021-04-01,3943,55329837,4448,63340986
15_1,2021-04-01,21898,2018852163,22535,2083518088
20_1,2021-04-01,3059,74032962,3205,77657716
14_4,2021-04-01,1935,20806352,2006,21085087
14_3,2021-04-01,2361,23353518,2493,25409508
21_6,2021-04-01,838,10806323,934,11297914
20_4,2021-04-01,1487,37243838,1611,39987198
20_2,2021-04-01,1300,25835461,1301,25806876
18_1,2021-04-01,4054,68844805,4121,66604950
23_1,2021-04-01,5901,96865061,5915,94722515
23_1,2021-05-01,1334,22656148,1274,20381319
21_3,2021-05-01,189,2806900,162,2385470
19_4,2021-05-01,48,720178,46,723798
14_5,2021-05-01,220,13008376,224,2413041
20_2,2021-05-01,244,4743434,246,4568479
22_2,2021-05-01,467,7491966,343,5194282
18_1,2021-05-01,1115,23028397,1132,21282193
23_3,2021-05-01,2039,38327504,1995,33281833
17_3,2021-05-01,1289,16026009,985,12804207
22_1,2021-05-01,2072,51282739,1664,42575293
15_1,2021-05-01,4750,396668147,4619,407873854
17_2,2021-05-01,1761,111249215,2466,89184701
14_2,2021-05-01,423,5395294,475,5403462
20_1,2021-05-01,893,27258144,598,15656499
15_2,2021-05-01,2885,252478745,3101,273491208
16_1,2021-05-01,1074,147110463,1038,131457662
21_1,2021-05-01,635,16859754,576,18688358
20_4,2021-05-01,387,10313321,361,8984989
14_1,2021-05-01,652,18952470,718,18902087
18_2,2021-05-01,333,4934615,325,4392132
15_3,2021-05-01,353,6225242,332,5497733
19_3,2021-05-01,465,9010112,333,5774866
19_2,2021-05-01,396,5294856,366,4615699
14_3,2021-05-01,709,5954941,624,4996377
19_1,2021-05-01,284,5482999,239,5026531
20_3,2021-05-01,142,1487250,153,1638261
23_2,2021-05-01,1083,21806323,978,16786860
21_2,2021-05-01,250,3914733,215,3279027
14_4,2021-05-01,233,3717639,287,3711965
21_5,2021-05-01,366,5058509,297,4463020
17_1,2021-05-01,258,6853638,236,5672243
21_6,2021-05-01,161,2048729,94,1263297
19_1,2021-06-01,1088,17827544,2045,18942852
15_3,2021-06-01,1140,19334338,1188,21226533
21_5,2021-06-01,693,11010800,912,15853933
20_2,2021-06-01,1185,25505798,1309,27480640
23_2,2021-06-01,2777,45943674,3339,55359358
19_2,2021-06-01,1115,14269120,1194,15483510
14_2,2021-06-01,1664,20198618,1712,21039131
15_1,2021-06-01,18333,2077594946,20683,2221325990
21_6,2021-06-01,563,7522650,587,7432563
21_1,2021-06-01,3600,163961756,4244,172634527
20_4,2021-06-01,1274,33853944,1480,38808666
17_2,2021-06-01,5522,365428582,5912,429095813
14_4,2021-06-01,1656,19264341,1760,19135225
20_1,2021-06-01,2758,66862041,3051,72910750
17_1,2021-06-01,836,25002516,984,26019782
23_3,2021-06-01,4484,62799321,4877,69270361
19_4,2021-06-01,159,2423000,173,2646000
22_2,2021-06-01,514,14130043,647,15830461
21_2,2021-06-01,642,11696358,694,12260434
14_5,2021-06-01,773,9847223,807,20747984
20_3,2021-06-01,1924,21477044,2047,22282195
17_3,2021-06-01,2606,36753643,2941,38608750
19_3,2021-06-01,749,13915625,1110,23605893
18_1,2021-06-01,4124,74337430,5103,81996371
21_3,2021-06-01,920,16105494,1033,18038464
15_2,2021-06-01,12698,1212507633,13960,1296136572
22_1,2021-06-01,4310,115630066,4964,125990133
23_1,2021-06-01,4721,79515393,5143,83238729
14_1,2021-06-01,2509,59654363,2583,81201988
14_3,2021-06-01,2104,22910805,2237,22144487
16_1,2021-06-01,4210,674274892,4776,762319760
18_2,2021-06-01,1940,26525454,2169,29840275
15_3,2021-07-01,1524,32843979,1646,32820156
21_1,2021-07-01,5000,205332602,5632,204547161
20_3,2021-07-01,1837,25197803,1846,25639313
17_1,2021-07-01,938,26412445,1009,48418709
20_4,2021-07-01,1771,46881606,2002,47390191
17_2,2021-07-01,6496,590248802,7688,668815328
15_2,2021-07-01,17250,1974813893,18317,1974476551
15_1,2021-07-01,25965,3702422339,28135,3912082631
23_2,2021-07-01,3969,80718337,4042,76322991
14_2,2021-07-01,1749,26128675,1816,24517437
20_2,2021-07-01,1697,39225545,1789,39518482
16_1,2021-07-01,6252,1189609992,6891,1274721234
21_5,2021-07-01,1445,30124782,1826,31574314
22_2,2021-07-01,730,22337496,831,23630913
14_1,2021-07-01,2997,103057135,3165,83807604
14_4,2021-07-01,1805,23088238,1913,22886646
21_2,2021-07-01,773,15157231,861,15276247
19_3,2021-07-01,1430,35496990,1490,33985799
22_1,2021-07-01,5374,167129346,5680,166873837
19_1,2021-07-01,954,24147947,1557,23725423
18_1,2021-07-01,4979,109687322,5839,113775408
23_3,2021-07-01,6733,147871036,7041,150448956
18_2,2021-07-01,2315,42131544,2484,41047678
20_1,2021-07-01,3489,96441709,3621,96311428
21_3,2021-07-01,1072,19283392,1082,19257115
17_3,2021-07-01,3780,59350115,3810,61291921
14_5,2021-07-01,834,22507198,915,12356449
21_6,2021-07-01,705,9359180,763,9544185
14_3,2021-07-01,2352,30641439,2470,32201673
19_2,2021-07-01,1181,18777018,1279,20041816
19_4,2021-07-01,248,3471375,258,3493455
23_1,2021-07-01,6327,135986699,6743,148708243
23_2,2021-08-01,3061,80529989,3149,78220990
20_1,2021-08-01,2717,97171177,2884,102690146
23_3,2021-08-01,4831,163372028,5179,165699671
14_3,2021-08-01,1879,32000265,1982,31374981
22_1,2021-08-01,4162,163737361,4307,161366554
20_4,2021-08-01,1252,49098127,1297,48473037
21_5,2021-08-01,1419,29554141,1431,29128733
17_1,2021-08-01,696,26867814,721,26172990
18_2,2021-08-01,1697,35489556,1827,34963355
21_2,2021-08-01,743,17734120,795,17942328
15_2,2021-08-01,12403,1492750152,13487,1516534407
19_4,2021-08-01,152,3689413,145,3539843
17_2,2021-08-01,5741,651691746,5845,575969565
14_2,2021-08-01,1218,19959853,1269,20241078
23_1,2021-08-01,4721,136671501,4820,127952309
20_3,2021-08-01,1468,29893907,1461,29608047
18_1,2021-08-01,4356,117415214,4758,118814225
15_1,2021-08-01,18465,2571595770,20042,2680426002
14_5,2021-08-01,603,12875545,644,13511899
16_1,2021-08-01,4890,934405550,5266,882327191
20_2,2021-08-01,1440,39375784,1510,38376257
17_3,2021-08-01,2618,46892825,2579,45848925
14_4,2021-08-01,1314,23947508,1406,24354095
14_1,2021-08-01,2411,66454883,2548,67040597
21_1,2021-08-01,4090,202169425,4613,209279113
21_3,2021-08-01,861,19007378,894,18586944
19_2,2021-08-01,918,18067136,946,18329133
15_3,2021-08-01,1334,34284292,1898,55454411
21_6,2021-08-01,481,12810142,595,14457244
19_1,2021-08-01,847,25608861,1014,28090487
22_2,2021-08-01,955,22741421,984,21271566
19_3,2021-08-01,1840,35877229,2068,34150458
23_2,2021-10-01,2427,72909289,2589,70342678
15_3,2021-10-01,1393,39568722,1273,32828538
15_2,2021-10-01,13212,1678856481,13894,1642644403
20_4,2021-10-01,1091,43566119,1172,41833639
23_3,2021-10-01,4395,166735167,4650,167608146
14_1,2021-10-01,2700,79052206,2816,82062938
21_1,2021-10-01,3492,214491909,3760,211963276
20_3,2021-10-01,1188,21876822,1217,22346034
16_1,2021-10-01,4802,1067410975,5429,1089718097
18_2,2021-10-01,1587,35143474,1620,36337889
14_4,2021-10-01,1382,27753248,1416,27559323
22_1,2021-10-01,4063,160562243,3964,148888680
21_5,2021-10-01,986,21226242,943,18441385
14_3,2021-10-01,1999,42083801,2135,39644136
21_2,2021-10-01,725,15529770,725,15400161
19_2,2021-10-01,1855,37090378,1822,34275814
19_3,2021-10-01,944,31341444,1084,36975415
19_1,2021-10-01,1297,53133516,1351,53889596
17_1,2021-10-01,811,26544033,859,29513478
22_2,2021-10-01,724,22282163,892,24861508
14_5,2021-10-01,695,30798357,744,31681987
18_1,2021-10-01,4199,124524036,4368,130966758
17_2,2021-10-01,5494,573226514,5800,582851656
23_1,2021-10-01,4500,119963039,4525,115813911
17_3,2021-10-01,2780,52619514,3016,56222908
14_2,2021-10-01,1397,24786547,1439,24145791
20_2,2021-10-01,1463,49752658,1493,51568617
19_4,2021-10-01,129,9019730,146,5409305
15_1,2021-10-01,19561,2689013140,20785,2695026933
21_3,2021-10-01,910,22237418,973,20877348
21_6,2021-10-01,750,15757687,757,14385239
20_1,2021-10-01,2815,110778010,2818,106623255
21_2,2021-11-01,541,12005752,560,12146441
18_2,2021-11-01,1532,34130107,1595,30866530
14_3,2021-11-01,2210,31996967,2193,38927199
16_1,2021-11-01,5114,1067020226,5672,1104141226
14_5,2021-11-01,735,13091576,746,12507056
14_2,2021-11-01,1329,21440970,1364,21543338
20_1,2021-11-01,2386,100625337,2522,100137870
17_2,2021-11-01,5666,671048962,6226,698017526
21_3,2021-11-01,838,16587508,916,17645342
21_1,2021-11-01,3144,174374187,3511,180127540
23_2,2021-11-01,2256,65486984,2403,66807701
19_1,2021-11-01,1038,27833366,1123,31049706
17_3,2021-11-01,3140,66192075,3125,64726460
23_1,2021-11-01,3837,104360769,3914,104877460
15_2,2021-11-01,14532,2115731374,15485,2101100602
20_4,2021-11-01,975,43242775,1005,45667490
22_2,2021-11-01,998,24688113,961,27893170
15_3,2021-11-01,1271,35073808,1203,34889988
19_2,2021-11-01,1240,26276603,1396,27483419
21_5,2021-11-01,620,16547173,754,18720698
14_4,2021-11-01,1287,27596461,1316,26624927
22_1,2021-11-01,3540,158338406,3749,156684882
14_1,2021-11-01,2527,79043084,2610,76616047
15_1,2021-11-01,20712,3508006943,21708,3451237270
21_6,2021-11-01,525,9295369,574,9714305
20_2,2021-11-01,1270,36626576,1354,36884199
19_3,2021-11-01,1341,52011274,1394,49958633
18_1,2021-11-01,4057,118192065,4335,113029788
19_4,2021-11-01,180,4439625,195,4769335
17_1,2021-11-01,827,26198223,883,68482520
20_3,2021-11-01,1121,21606293,1144,21402553
23_3,2021-11-01,5347,219058139,5548,164236595
15_2,2021-12-01,17138,2212551723,17652,2183038596
22_1,2021-12-01,3856,163622183,3971,164356449
18_2,2021-12-01,1970,49249333,1984,48736391
17_3,2021-12-01,4030,121626897,3939,115877153
17_2,2021-12-01,7192,880575591,7596,849615176
16_1,2021-12-01,6405,1318851223,6892,1281279530
23_1,2021-12-01,4643,119571114,4683,121657487
22_2,2021-12-01,698,30121238,762,31991198
19_4,2021-12-01,277,9699955,255,9090440
21_6,2021-12-01,1045,22083926,1046,21728281
14_4,2021-12-01,1476,32867349,1493,33258428
14_1,2021-12-01,3192,103687749,3287,110176889
21_5,2021-12-01,961,25713764,986,25846134
23_2,2021-12-01,2895,80479329,3235,86968393
21_1,2021-12-01,4299,218032538,4732,216151574
20_3,2021-12-01,1982,36218391,1954,37787786
14_2,2021-12-01,1585,28565560,1670,28797342
15_3,2021-12-01,1699,48997569,1590,48179813
19_2,2021-12-01,1873,40547506,1847,41350121
21_3,2021-12-01,1169,27514562,1142,26379563
20_2,2021-12-01,1724,50518882,1707,48460675
15_1,2021-12-01,23804,3615678359,24783,3637276396
20_4,2021-12-01,1361,55446849,1379,53328909
14_5,2021-12-01,837,31344341,857,31847116
14_3,2021-12-01,3089,52192716,3219,47202507
18_1,2021-12-01,4755,131511775,4988,130736443
23_3,2021-12-01,5929,153961808,6095,153765224
20_1,2021-12-01,3131,119363831,3305,125751257
19_1,2021-12-01,1485,40220723,1535,38525942
21_2,2021-12-01,648,15184534,707,16336369
17_1,2021-12-01,1101,104759473,1037,83598913
19_3,2021-12-01,1972,51517883,1947,51652128
21_1,2022-01-01,4562,232096344,5460,264045590
15_2,2022-01-01,15706,2169471006,17268,2665104212
18_1,2022-01-01,4977,140585453,5888,161862023
22_1,2022-01-01,4395,194046973,5230,218422134
14_4,2022-01-01,2338,50976287,2465,52110450
14_2,2022-01-01,2215,41168334,2307,41604911
23_1,2022-01-01,4902,121215791,5928,153618985
23_3,2022-01-01,7001,192510226,7652,200414542
14_3,2022-01-01,2877,50275984,3197,55146270
17_3,2022-01-01,3888,82190825,4578,105300788
15_3,2022-01-01,1896,50425061,2092,56742389
22_2,2022-01-01,1068,32400076,1314,31103873
19_4,2022-01-01,393,10153318,402,10057788
23_2,2022-01-01,3327,93400275,3828,106625284
19_2,2022-01-01,1819,42181883,1997,42101890
16_1,2022-01-01,6399,1441794229,7064,1505730143
20_4,2022-01-01,1304,72953110,1390,75302675
17_1,2022-01-01,945,33058649,1230,58770482
19_1,2022-01-01,912,34039364,1106,42235839
15_1,2022-01-01,24420,4073496212,27045,4294273078
18_2,2022-01-01,1915,40479027,2233,47730961
14_1,2022-01-01,3788,118531201,3941,129427844
17_2,2022-01-01,6788,686612911,7613,747976314
21_2,2022-01-01,1169,32057800,1182,29632083
21_6,2022-01-01,1107,24526478,1159,24606912
21_3,2022-01-01,1396,34236444,1753,44214497
19_3,2022-01-01,2648,67554192,2991,72899647
14_5,2022-01-01,1059,22639595,1166,25929441
20_2,2022-01-01,2003,66055855,2282,73044624
21_5,2022-01-01,1397,34297858,1837,39541151
20_3,2022-01-01,1970,42329849,2241,47503534
20_1,2022-01-01,3637,145167467,3674,137772320
21_2,2022-02-01,527,12515224,578,13525775
